RECOGITO_ID,ANNOTATIONS,PAGE_NUMBER,ANNOTATED_TEXT,BARCODE
recogito-82015462-6ee3-4b10-8532-2eb9b74e5030,plants vegetation 25G|animals 25F|birds 25F3|reptiles 25F4|snakes 25F42,209,"Theils liegen in ſteinern, theils in bolkan Sárgen, nad dem ſie vornehm,
oder geringe geweſen ſind, die gar dylechten aber auf der bloßen Erde und ohne Orda
nung, jedoch gleichwol aud) eingewickelt und mit Göken. Es gibt auch noch ande:
re und gröſſere Göhen, deren etlidze der Ellen lang, aus Stein, oder Holte, auf
mandyerley Gattung gemacht, ben folchen Todten. Etliche ſind geſtalt wie Mens
ſchen, ediche wie Vogel, etſide wie Schlangen und andere auf Erden friechende
Thiere, ja audy böſe Geiſter, wie ſie gentablet werden.",Z255430508
recogito-ae722a06-7a41-435d-a22a-4aebd19b4d31,animals 25F|insects 25F711|worms 25F73,209,"Die Manner- und Weiber- Cörper konnen nidya
von einander unterſdyieden werden, als an der Långe und Stårcke, und daß die
Månner ſonderliche Larven und einen Schmuck auf dem Haupte haben.",Z255430508
recogito-b82f23ed-a8ba-451c-b0b4-df89b21b71af,plants vegetation 25G|animals 25F|molluscs 25F72,210,"Er håt=
te da aus ſolchen Todten. Holen zmery Mumien- Esrper, einen Männlichen und
Weiblichen, um ein Stücke Geld erkauft, jeden in drey Stúde ferbrochen, und,
um deſto beſſerer Fortſchaffung willen, in Käſtlein von dúrren Baum- Rinden ges
macht, legen und einpacken laſſen, deren er rechre gehabt, in das ſiebende aber hatte
e die Bilder und Göken ſolcher Cörper getlan. Dieſe ſieben Käſtlein håtte er vers.
borgen mit auf das Schiff bringen laſſen. Es wäre ihin aber bald ůbel gelungen,
wenn nicht der Zoliſdireiber zu Alexandria, ben Beſichtigung der Süter, auf dem
Schiffe fromm Mann geweſen, und fürgewendet, daß es nur Meermuſcheln, die
die fremden Chriſten am Meerſtrande aufgeleſen und mitnehmen wolten.",Z255430508
recogito-7dc52ca2-9c35-40d1-976a-0877f87d7261,animals 25F|camel 25F24|plants vegetation 25G,212,"Vorgedachten 15. Julii ſind wir zu Mittage, nicht weit voin rothen Meer,
unter Büſchen und Decken im Sande gelegen, weil és felır heiß war. Eine
Stunde aber Nachmittage ſind wir mit unſern Cameeten fortgereifet, und zur
rechten Szand das Sueſſer- Gebürge, das man in den oben gedachten Städtiein
Sues ſehen kan, zur Lincken aber das Meer gar nabe gehabt.",Z255430508
recogito-959e9ca8-770e-4362-9eca-84678dd91b03,animals 25F|camel 25F24,213,"Und weil wir auffer der Stadt, nach dem Brunnen zu, eine Carovan von
vielen Cameelen anſichtig worden, haben wir uns drůber erfreuet, und gedacyt,
mit derſelben deſto ficherer sollends bis nach Egypten hindurch zu kommen, has
ben uns demnach aufs můglichſte wieder fortgefördert, nadidemn ſich ein jegli-
cher, und ſonderlich auch ich, mich wieder mit friſchem Waſſer in meine rauche
Bockbaute und Schläuche verſehen.",Z255430508
recogito-b10fd9b7-b4b5-4dfe-b1f1-c30d370e4c3a,animals 25F|camel 25F24|snakes 25F42,213,"Zu meinem Unglück aber hatten eben an dem Orte, wo ich liegen folte,
die Molyren eine groſſe abſcheulidie Schlange umgebracht, dergleichen fie den,
wie ich geſehen, gar oft gethan, Auch haben wir den Weg von Sues aus am los
then Meer viet todte Cameete im Sande liegen ſehen, fo aus Arabien von der
Stadt Mecha wieder zurücke nach Egypten ziehen wollen, und umgefallen was
ren, welches denn einen greulichen Stanck gab, davon uns Maut und Nafe voll
kroch, weil es fehr heiß war, und der Wind uns den Geſtanck auf den Spais trie,
daß ich mich auch drůber ziemlich übel aufbefand. Es gehet aber von Kair aus
der Weg nach Mecha in Arabien gleid) auf das Stadtlein Sues zu.",Z255430508
recogito-72a8f850-967b-4ef6-803f-fe1d76f6d118,animals 25F|camel 25F24,213,"Allda fanden wir auf der Straſſe ziveene todte Mohren, ſo von der groſſen
Sonnen- Hike faſt gang gebraten waren, deßgleichen wir auch geſtern und heute,
über dreyßig todte Cameel gefunden, fo von der unausſprechlichen Hiße und aus
Mangel des Waſſers verfchmachtet waren, von welchen uns denn abermals die
Luft einen greulichen Stand von weiten zugetrieven, daß kein Wunder gewes
fen, wir würden worStance gar ſterben, geſdweige kranck werden mögen, wenn
uns GOtt nicht in Gnaden geſtircket bätte.",Z255430508
recogito-31cf03f3-516b-42df-9f5b-fd415591be89,animals 25F|camel 25F24|plants vegetation 25G,213,"Als wir aber nidyt mehr weit von Babylon hatten, kamen etliche Mohren
auf ihren Cameeten, zu mir und meinem Türchen geritten und begehrten mit groß
fer Ungeſtům das von der Reiſe noch übrig behaltene Mehl, Waſſer und Pikkoa
tea.",Z255430508
recogito-2d37ae41-34f8-41cb-9bb1-77b1481b9be2,plants vegetation 25G|wine 41C711|animals 25F|fishes 25F6,215,"In gedachten Cloſter aber habe ich meine Dancffagung vor allen Dins
gen abgeleget gegen den Vornehmſten und Obriſten darinnen, wegen mir geleis
teter guten Beförderung zu dieſer glücklich vollbrachten Reiſe, und ſind demſels
ben zugleich auch die Briefe, ſo der Biſchof vom Berge Sinai durd meinen
Türcken zurücke geſendet, ůberantwortet worden, die er auch unten im Hofe, in
Gegenwart 23. anweſender und ſikender Münche, abgeleſen, darauf ich, ſamt
meinein Türcken, zur Dandbarkeit in ein langes Gemach geführet, und mit
Wein und kleinen eingefalßenen Fiſchlein, in Dei zugerichtet, tractiret worden.",Z255430508
recogito-e8bba802-06a0-4617-bf6b-66ae478de61f,animals 25F|meat - still life of meat 41C69|plants vegetation 25G,216,"Dergleichen Straffe wird auch mit den Fleiſchern vorgenommen, welche
uberfak und Wucher mit dem Fleiſche getrieben, oder ſonſt einiges Betrugs voegen
drůber ergriffen werden: Eineun jeglichen aber wird nach ſeiner Profeſſion, zum
Zeichen, als dem Becker Brod, dem Fleiſcher Fleiſch, oben auf das Straf- Inftru-
ment, das er am Halſe trägt, gelegt, wie die Figuren ausweiſen.",Z255430508
recogito-b92916ac-4a9a-45eb-b1bd-b66e87dc18eb,animals 25F|horses and kindred animals 46C1314|text-image,217,"Werder
aber Huren auf ihrer Unzudt ertappet, ſo ſekt man ſie rüdlings auf einen Eſel,
gibt ihnen den Schmank, ſtatt des Ziegels, in die Hand, verbindet ilynen die Äu:
gen, und laſſet ſie alſo die Schergen in der Stadt herum, und zum Thore hinaus
führen und verweiſen, wie die beygefügte Figur p. 214. ausweiſet.",Z255430508
recogito-adb0c53b-edbe-4a76-b453-ecc415dbeb9e,animals 25F|cattle 47I21,217,"uber den GOttesdienſt wird ſo ſteiff gehalten, daß, wenn jeinand am Sab
bath, ergriffen wird, daß er einige Arbeit thut, weil andere Leute in der Kirchen ſind,
und GOTT dienen, derſelbe für die Kirchthür hingeſtellet, und entweder mit ſtincken-
dem Rinds- Geſclincke um das Maul gefdlagen, oder mit einem Ohre angenagelt
wird, da er ſo lange ſtellen und aushalten muß, bis der ganze GOttes- Dienſt geen-
diger iſt.",Z255430508
recogito-bd426b0e-84b2-4700-98fd-c8f1840616e3,plants vegetation 25G|wine 41C711,217,"Da gehen ſie hinein, feben ſich
zuſaminen hin und trincken, gleichwie unſere Bier- oder Wein- Brüder in öffentli-
dyen Schend- Häuſern mit einander zu trincen pfleger.",Z255430508
recogito-0f8b9a99-5c41-4eef-abd2-91144939823a,plants vegetation 25G,218,"Weiter fief uns auch obgedachte Aebtißin in ihrem Ctoſter fürſeken Mans
deln mit Zucker- Brod, und eine Schüſſel mit braunen zugerichteten und geliefs
ferten Zucker, welches denn eine groſſe Ehre ſéyn folte ..",Z255430508
recogito-ca4d99ed-49e2-44e7-8dc1-fdfdef9ab2b9,animals 25F|dairy products and eggs 41C64|fowl cock hen chicken etc 34B232,218,"Die Eh- Bettſfåtte war in der
Höle, da wir die Abendmahfzeit verzehrten. Denn des Morgens aß man wenig,
aber des Abends lebre inan deſto beſſer, und man gab erſt zwen weich geſortene Ener,
gleichwie wir Teutfchen gemeiniglich mit den Suppen anfahen, auch Handwafſet
neben rauhen Handquefen, welche wie ungeſchorner, oder Blifch- Sammet waren.
Pancirol. p. 494. I. 1. rer, memorab.",Z255430508
recogito-a91f4ae8-2add-4855-9a83-e0852ac29d9e,plants vegetation 25G,219,"Es giebt auch Kupffer- Münze alda. Ein Stück ſo groß als ein Dreyer,
und eines Meferrůckens dicke, deren acyte machen ein Mettin. Und damals kona
te ich neun bis zeben Granat- Aepfel um einen Mettin kauffen.",Z255430508
recogito-bc8b4566-adad-4141-880e-821535904f2a,plants vegetation 25G,220,"Frudytbarkeit darf inau bey feiner viel ſudjen, ob ſie gleid, im glúdf-
feligen Ärabien liegen, und liegt dieſe von jener ſedys oder ſieben Tagereifen.",Z255430508
recogito-f84bb1c5-5be0-4521-bb1a-b153b7f4fdaf,subheading,221,"DAB IX. Capitel.
Von der groſſen ungeheuren Urabiſden Wüſten.",Z255430508
recogito-8f0685a0-7143-476a-a2c6-001907ee38cb,plants vegetation 25G|animals 25F,221,"Denn es iſt ein wu:
fter Ort von Menſchen, Vieh und Früchte, da ſiehet man weder Dorffer, noch
Stådte, auſſer dem kleinen alten Städtlein Suez, am rothen Meer, und deßwegen
wohn. kein Menſdie drinnen, als abſcheulice nackende Mohren, die ſich des Rau-
bens und Mordens befleißigen, ohne Neue, Sựyeue und Barmherßigkeit, und in
den Hölen und Klüften wohnen, wie das unvernünftige griminige Vieh.",Z255430508
recogito-36bbeb90-c0c7-4b7e-ae5b-549d4ec29d6e,plants vegetation 25G|animals 25F|birds 25F3,221,"So ſind auch weder Necker noch Wieſen drinnen, ſintemal nichts, als brene
nender Sand, und ſonſt weder( aub noch Gras, ſondern allein von unſäglicher Son-
nen- Hike verbrannte důrre Stengel zu felen nnd zu finden ſind, dahero das land
von Natur zu bauen und zu nuken gang untauglid), und im geringſten nicht geſchickt
iſt, und demnach auch weder lauffende, nod, fliegende Thiere tragen und ernähren
kan.",Z255430508
recogito-d7233a9a-fe73-48f8-af51-70371e212bb9,animals 25F|insects 25F711|worms 25F73,221,"Dabero es an abſcheuliceu giftigen Ungeziefer und Gewürme nicht
Fehlet, daß die Reiſende wohl zuſehen müſſen, wie und wo ſie ſich lagern, damit fie
Friede für deinfelben haben und nicyt Sdaden nehmen indgen.",Z255430508
recogito-15326f07-bc56-47bf-bfea-22aeb1c0a992,subheading,223,"Das XI. Capitel
Von der Stadt Damiata und was auda zu ſehen geweſen.",Z255430508
recogito-30007698-c14e-4008-a377-9cd0ae79c982,plants vegetation 25G|wine 41C711|animals 25F|dairy products and eggs 41C64|fowl cock hen chicken etc 34B232,224,"Es iſt gar wolfeilzehren da. Vier ſchöne weiſſe Brodte, der Farbenach faſt
als das Zucker- Brod, und ſo groß, als ein ziemlicher bólgerner Teller, und faſt
zwey quer Finger dicke, konte ich um ein Mettin kauffen. Dahero, weil ich iins
mer wieder fortgedachte, ich mich auch alsbald auf die Reiſe verſorgete, und
kaufte, was ich von nóthen hatte, von Brod, Eyern, und eine Tſhare Eypris
ſchen Wein, dafür ich nicht mehr, als 17. Mettin gab, da id) wol zu Babylon
30. Mettin hätte geben müſſen.",Z255430508
recogito-e695a24d-0893-4e97-ab9e-561a2549f276,animals 25F|birds 25F3,225,"Unterdeß aber, weil wir beyde Chriſten gleichwol unter ſolchen Barbaris
Tchen Völckern allein ſeyn muſten, iſt leicht zu achten, wie uns müſſe zu inutlje
geweſen ſein. Denn anders waren wir nid) t, als die Eulen untern Vögeln, in
Leib- und Lebens- Gefahr, und muſten wir arme Fremdlinge, verlaſſen von áller
Menſchlichen Liebe und Treue, uns ſchmiegen und biegen, wolten wir durch kom,
men, alsdenn hernach weitlåuftiger geſagt werden ſoll.",Z255430508
recogito-d0e0078e-9eb4-4cdc-b160-362b3b0cc031,subheading,225,"DAB I. Capitel.
Ift eine Beſchreibung von dem Lande Syrien.",Z255430508
recogito-a77b7c38-cb16-4693-b5c7-8587f1482d70,plants vegetation 25G|wine 41C711,230,"Als zum Erems
pel: Zu Baruth wird der Wein faſt gar zu Ende des Julii reif, in Egypten aber
und zu Babylon flugs im Junio, wiewol es im Gebürge gleichwol auch noch
ſpäter geſchiehet.",Z255430508
recogito-85daceb5-df6f-4c1d-b025-a8c399daf4f8,plants vegetation 25G,232,"Dem Caſtell gleich gegen über, anderthalbe Tagereiſe von der Stadt, iſt das
ſehr hohe grúne und ſdyšne Gebürge Libanus, oder Libanon, deſſen in Heiliger
Schrift oft gedacht wird, und über Libanon liegt die berühmte Handels- Stadt
Aleppo, drey Tagereiſen von der Stadt Baruth), die Inful Cypern aber einen Tag
und Nacht.",Z255430508
recogito-4a0a0389-acc4-4fae-9c17-533371b5f17b,plants vegetation 25G,232,"Von dieſem Berge hat weyland
König Salomo ſein Cedernholz zum Hieroſolymitaniſchen Teinpel- Bau holen laſſen.",Z255430508
recogito-0ba25672-4989-489b-aea0-15fc3d72f43d,plants vegetation 25G,233,"Denn der Bruder nimmt die
Sdıweſter, der Sohndie Mutter, und der Vater die Tochter, und fprechen: Weil
mir GOTI das Kind zum Saamen gegeben, warum ſolte ich ſie einem Fremden ges
ben? Ich habe einen Garten, und darinnen Blumen und Früchte, iſt es demnach
nicht billig, daß ich mic ſelber mit denfeibeergoke?",Z255430508
recogito-64011ff2-cfc5-4a0b-aaa3-477b763c64fd,plants vegetation 25G,237,"Erſt ſind wir durch lauter luſtige Gärten, hernach aber zur lincken Hand bery
ſteinfeffichten Gebürge, ſo jedod, nicht allzu hoch war, hin pafliret, darunter gar
eine ſchöne Evene iſt, welche voller fijón Getraide und Baum- Wolle ſtund, daß
es mit Luft zu ſehen, und hindurch zu reiſen war.",Z255430508
recogito-5124511c-0a87-4dcd-ad03-3c7971ce527f,plants vegetation 25G,237,"Es war aber d ßmal die Baum- Wole noch nicht reif, denn daſſelbe geſchicht
erſt im September hin, und hat mit derſelben, wie ſie wächſet, und hernach, wie
fie zum Gebrauc, handthieret wird, eine ſolche Befdhaffenheit: Sie wächſet an
kleinen fubtilen Stengeln, einer Ellen hoch, bißweilen aud) hölzer und niedriger.
Solche Stengel baben kleine Blätterfein und runde Knopffe, einem groſſen
Kirſch- Kern gleich, darinnen die Baum- Wolle ſtechet. Und wenn ſie recht reif,
berſten die Knopflein von ſich ſelber auf, und blicket alsdenn die weiſſe Baums
Wolle herfür. Wunders und Nachrichts halben babe ich etliche ſolche Knopfs
lein aufgebrochen und aufgemachet, da fand ich die Baum- Wolle noch in einer
naſſen und füſſen wäfferigen materie liegen, weil ſie, wievorgedacht, dißmal noch
nicht reif war, und konte ſie zermuſen, wann man ſieriebe und druckte. Wenn
ſie aber gang reif iſt, fo haben ſie fonderliche Inſtrumenta darzu, damit ſie dies
felbe aus den Schalen gar bebende beraus treiben, auffamfen und hernach ges
brauchen, oder in fremde lande verführen und verhandeln.",Z255430508
recogito-8afd1988-1db0-4a93-8f6e-a9e997aaee3e,animals 25F|horses and kindred animals 46C1314,238,"Denn
indem mein Pferd init mir ſtůrkte, thåt ich einen ſolchen Fall, daß man mid) für
tod auflyub, und ich hernach über vier Wochen dran zu klauben harte, ehe ich mich
wieder erboren konte.",Z255430508
recogito-7d8a2b6c-1f69-424c-b46b-21711029a67a,animals 25F|horses and kindred animals 46C1314,238,"Es gieng eine alte bore zerbrochene und lächerige Brücke hinüber, über welche wir
gefährlich Reiten hatten, und konten doch nicht umhin.",Z255430508
recogito-4f460163-546b-47be-99ec-402a3fd1fd18,animals 25F|horses and kindred animals 46C1314,238,"Man hat mir für gewiß geſagt, daß Kayſer Friedrich Barbaroſſa, der fo
ritterlich für die Chriſten wider den Erbfeind gefochten, wie in den Hiſtorien zu
leſen, und es ſehr weit gebracht, in dieſem Waſſer ſoll ertruncken, indem er mit
dem Pferde geſtärkt und hinein gefallen, und hernach zu Tyro begraben worden
feyn.",Z255430508
recogito-37ac80db-b52d-43ba-a158-37a09c1d51df,subheading,238,"Das VII. Capitel.
Von der Stadt Syro, Tripolis, Damaſco und Laodicæa.",Z255430508
recogito-099e4618-278d-47e8-88c5-de0aa0691fa8,plants vegetation 25G,241,"Iſt um und um mit gar ſchönen luſtigen
Gårten umgeben, und gleichſam geſchmůcket und gezieret, maſſen denn aus der Ges
gend abzunehmen, die über alle maſſen luſtig iſt, um des libanons und ſeines daber-
ab flieſſenden Waſſers halben, das Felder und Hecker befeuchtet, und endlich auch
durch die Stadt fleuſt. Alda gibt es auch die Adams- Aepfel, wie ſie unter der
Staðr Baruth beſchrieben zu finden. Von Sammet und fonderlid, Seiden- Tripp
wird unzählig viel allda gemadyet, dahero auch der Tripp, wie wir ihn nennen, den
Nainen bekommen haben ſol. Die Mandeln ſind ſehr gemein allda, daß ſie auch
in den Zäunen wachſen.",Z255430508
recogito-1e8d1045-c1fa-488f-8d72-5ed3cbf4cadb,plants vegetation 25G,241,"Die Mandel- Baume( vielleicht derſelben eine gewiſſe Art)) aben, wie Plinius
ſchreibet, c. 2. 1. 16. in dieſen Såndern die Art und Natur, daß ſie geſchwinde mit
ihrer Fruchtfertig und reif werden ſollen. Mit angehendem Winter bekommen ſie
Knofen, im Januario blühen ſie, und im Martio ſind die Früchte reif. Dahero
der Mandel- Baum weyland in der Hierographiſden Schrift, Wachſamkeit und
unverdroſſenen Fleiß bedeutete, bey den altev: Hebråern aber ein Bild der vigilanz und
Wackerfeit war. Alſo ſagte auch dort Jereinias von ſeinem Staab- Gefichte am
Himmel, welches ein Mandel- Stab war, id) ſebe einen wackern Stab, und GOTT
fagte: Ja, es wäre wahr, und eben fo wolte er auch wacker über fein Wort feyn,
es zu halten, wie zu leſen in Jerein. 1, 11. 12. Pappus fol. 69. in Jer.",Z255430508
recogito-6c588e14-47fc-4ae1-883c-77fbf8ac27ce,animals 25F|horses and kindred animals 46C1314,244,"Jtem, der allervornehmſte unter allen Arabiſchen Poeten Al-
motanabbi, welcher der andere Mahomet ſeyn wolte, weil er in der Feder und Wafa
fen mächtig war, und ſich in einem Carminerůhmen dorfte: Equi&amp; campus me
cognoſcunt; bellum, concertatio, charta&amp; calamus, Roß und Feld kennen
mich: Krieg, Fechten, Pappier und Fider ſind mir gleid, viel. Andere ntelir.",Z255430508
recogito-7ab874a4-6e5e-46c1-b1ea-56c4bde75572,plants vegetation 25G,246,"Gegen Mittag haben wir unter einem Feigenbaume etwas geruhet, und
da haben wir die Stadt Ptolemais und den Berg Karmel zu erſt ins Geſichte
bekommen.",Z255430508
recogito-bfd72d58-4cf6-42e8-aed6-8ce2e7e18c25,subheading,246,"Das IX. Capitel
Von der Stadt Ptolemais und dem Berg Karmel.",Z255430508
recogito-2dbeee00-3011-4674-8a57-029ae7c895d4,plants vegetation 25G,246,"In der Stadt, ſonderlich wo wir hinein kamen, Funden ſehr viel Feigens
Bäume im tieffenSande, welches inidy Wunder nahm, Daß ſie gedeyen kontert,
denn ſie waren über und über ſo von Cinde beſtoben, als wenn ſie waren bes
Ihneyet gerdefert.",Z255430508
recogito-60d0f013-4996-406b-ba48-3c4ecb068818,plants vegetation 25G|wine 41C711,248,"Diß iſt das Cana in Galilåa, ſo zum Unterſcheid des andern Cana in Snros
Phdnicien, zwiſchen Tyro und Sydon gelegen, das kleine Cana genennet worden allmo
der HERR CHriſtus zu ſeiner Zeit, ſamt ſeiner Mutter und Jüngern, zur Hochzeit
geweſen, und ſein erſtes Wunderwerek in ſeinem angetretenen Predigamt gethan,
indem er Waſſer zu Weine gemadyet hatte, denn jeneg ward das groſſe Cana genen
net, von welchem unten im s. Cap. des 7 Buchs Meldung geſchiehet.",Z255430508
